Subject 32139: V: 100 | C: 98.39 | Overall score: 99.19 
Subject 41661: V: 100 | C: 90.46 | Overall score: 95.23 

Subject 49408: V: 100 | C: 90.46 | Overall score: 95.23 

Subject 61248: V: 100 | C: 90.47 | Overall score: 95.23 

Subject 6299: V: 100 | C: 90.46 | Overall score: 95.23 

Subject 65025: V: 100 | C: 90.47 | Overall score: 95.23 

Subject 65556: V: 100 | C: 90.47 | Overall score: 95.23 

Subject 66880: V: 100 | C: 90.47 | Overall score: 95.23 

Subject 7316: V: 100 | C: 90.47 | Overall score: 95.23 

Subject 77138: V: 100 | C: 90.46 | Overall score: 95.23 

Subject 7949: V: 100 | C: 90.46 | Overall score: 95.23 

Subject 8117: V: 100 | C: 90.46 | Overall score: 95.23 

Subject 90755: V: 100 | C: 90.47 | Overall score: 95.23 

Subject 93378: V: 100 | C: 90.47 | Overall score: 95.23 

Subject 94104: V: 100 | C: 90.47 | Overall score: 95.23 

Subject 9552: V: 100 | C: 90.46 | Overall score: 95.23 

Subject 95646: V: 100 | C: 90.47 | Overall score: 95.23 

Subject 11587: V: 100 | C: 90.44 | Overall score: 95.22 

Subject 19698: V: 100 | C: 90.43 | Overall score: 95.22 

Subject 20208: V: 100 | C: 90.44 | Overall score: 95.22 

Subject 26753: V: 100 | C: 90.43 | Overall score: 95.22 

Subject 2711: V: 100 | C: 90.44 | Overall score: 95.22 

Subject 30414: V: 100 | C: 90.43 | Overall score: 95.22 

Subject 30477: V: 100 | C: 90.44 | Overall score: 95.22 

Subject 30558: V: 100 | C: 90.44 | Overall score: 95.22 

Subject 30739: V: 100 | C: 90.44 | Overall score: 95.22 

Subject 31777: V: 100 | C: 90.43 | Overall score: 95.22 

Subject 5231: V: 100 | C: 90.43 | Overall score: 95.22 

Subject 5809: V: 100 | C: 90.44 | Overall score: 95.22 

Subject 5818: V: 100 | C: 90.45 | Overall score: 95.22 

Subject 58265: V: 100 | C: 90.44 | Overall score: 95.22 

Subject 58758: V: 100 | C: 90.45 | Overall score: 95.22 

Subject 59864: V: 100 | C: 90.43 | Overall score: 95.22 

Subject 60399: V: 100 | C: 90.43 | Overall score: 95.22 

Subject 6290: V: 100 | C: 90.44 | Overall score: 95.22 

Subject 64997: V: 100 | C: 90.45 | Overall score: 95.22 

Subject 70069: V: 100 | C: 90.45 | Overall score: 95.22 

Subject 72048: V: 100 | C: 90.44 | Overall score: 95.22 

Subject 8649: V: 100 | C: 90.45 | Overall score: 95.22 

Subject 924: V: 100 | C: 90.44 | Overall score: 95.22 

Subject 92796: V: 100 | C: 90.45 | Overall score: 95.22 

Subject 94609: V: 100 | C: 90.43 | Overall score: 95.22 

Subject 94677: V: 100 | C: 90.43 | Overall score: 95.22 

Subject 19634: V: 100 | C: 90.42 | Overall score: 95.21 

Subject 20868: V: 100 | C: 90.42 | Overall score: 95.21 

Subject 24080: V: 100 | C: 90.42 | Overall score: 95.21 

Subject 25374: V: 100 | C: 90.42 | Overall score: 95.21 

Subject 31820: V: 100 | C: 90.42 | Overall score: 95.21 

Subject 41463: V: 100 | C: 90.42 | Overall score: 95.21 

Subject 4516: V: 100 | C: 90.42 | Overall score: 95.21 

Subject 5006: V: 100 | C: 90.42 | Overall score: 95.21 

Subject 55005: V: 100 | C: 90.42 | Overall score: 95.21 

Subject 6424: V: 100 | C: 90.42 | Overall score: 95.21 

Subject 6576: V: 100 | C: 90.42 | Overall score: 95.21 

Subject 73299: V: 100 | C: 90.42 | Overall score: 95.21 

Subject 1317: V: 100 | C: 90.41 | Overall score: 95.20 

Subject 13957: V: 100 | C: 90.41 | Overall score: 95.20 

Subject 2115: V: 100 | C: 90.4 | Overall score: 95.20 

Subject 22788: V: 100 | C: 90.4 | Overall score: 95.20 

Subject 30308: V: 100 | C: 90.4 | Overall score: 95.20 

Subject 30442: V: 100 | C: 90.4 | Overall score: 95.20 

Subject 31069: V: 100 | C: 90.41 | Overall score: 95.20 

Subject 3419: V: 100 | C: 90.41 | Overall score: 95.20 

Subject 351: V: 100 | C: 90.4 | Overall score: 95.20 

Subject 44123: V: 100 | C: 90.41 | Overall score: 95.20 

Subject 45583: V: 100 | C: 90.4 | Overall score: 95.20 

Subject 51157: V: 100 | C: 90.4 | Overall score: 95.20 

Subject 5364: V: 100 | C: 90.41 | Overall score: 95.20 

Subject 60798: V: 100 | C: 90.41 | Overall score: 95.20 

Subject 72284: V: 100 | C: 90.4 | Overall score: 95.20 

Subject 96975: V: 100 | C: 90.41 | Overall score: 95.20 

Subject 11283: V: 100 | C: 90.37 | Overall score: 95.19 

Subject 12733: V: 100 | C: 90.39 | Overall score: 95.19 

Subject 16791: V: 100 | C: 90.39 | Overall score: 95.19 

Subject 17339: V: 100 | C: 90.38 | Overall score: 95.19 

Subject 20330: V: 100 | C: 90.37 | Overall score: 95.19 

Subject 20354: V: 100 | C: 90.37 | Overall score: 95.19 

Subject 20909: V: 100 | C: 90.38 | Overall score: 95.19 

Subject 22416: V: 100 | C: 90.39 | Overall score: 95.19 

Subject 24592: V: 100 | C: 90.39 | Overall score: 95.19 

Subject 25643: V: 100 | C: 90.38 | Overall score: 95.19 

Subject 29028: V: 100 | C: 90.37 | Overall score: 95.19 

Subject 29348: V: 100 | C: 90.39 | Overall score: 95.19 

Subject 31195: V: 100 | C: 90.38 | Overall score: 95.19 

Subject 32291: V: 100 | C: 90.38 | Overall score: 95.19 

Subject 40832: V: 100 | C: 90.38 | Overall score: 95.19 

Subject 4112: V: 100 | C: 90.37 | Overall score: 95.19 

Subject 41619: V: 100 | C: 90.39 | Overall score: 95.19 

Subject 43686: V: 100 | C: 90.37 | Overall score: 95.19 

Subject 45781: V: 100 | C: 90.38 | Overall score: 95.19 

Subject 48441: V: 100 | C: 90.39 | Overall score: 95.19 

Subject 61081: V: 100 | C: 90.37 | Overall score: 95.19 

Subject 6257: V: 100 | C: 90.37 | Overall score: 95.19 

Subject 63074: V: 100 | C: 90.39 | Overall score: 95.19 

Subject 63559: V: 100 | C: 90.37 | Overall score: 95.19 

Subject 65623: V: 100 | C: 90.39 | Overall score: 95.19 

Subject 6922: V: 100 | C: 90.38 | Overall score: 95.19 

Subject 74201: V: 100 | C: 90.38 | Overall score: 95.19 

Subject 74438: V: 100 | C: 90.38 | Overall score: 95.19 

Subject 74586: V: 100 | C: 90.37 | Overall score: 95.19 

Subject 79858: V: 100 | C: 90.39 | Overall score: 95.19 

Subject 86068: V: 100 | C: 90.37 | Overall score: 95.19 

Subject 9183: V: 100 | C: 90.37 | Overall score: 95.19 

Subject 13339: V: 100 | C: 90.36 | Overall score: 95.18 

Subject 14194: V: 100 | C: 90.36 | Overall score: 95.18 

Subject 14664: V: 100 | C: 90.36 | Overall score: 95.18 

Subject 31606: V: 100 | C: 90.36 | Overall score: 95.18 

Subject 47892: V: 100 | C: 90.36 | Overall score: 95.18 

Subject 6667: V: 100 | C: 90.36 | Overall score: 95.18 

Subject 8512: V: 100 | C: 90.36 | Overall score: 95.18 

Subject 12339: V: 100 | C: 90.34 | Overall score: 95.17 

Subject 14019: V: 100 | C: 90.34 | Overall score: 95.17 

Subject 20116: V: 100 | C: 90.35 | Overall score: 95.17 

Subject 21462: V: 100 | C: 90.35 | Overall score: 95.17 

Subject 22278: V: 100 | C: 90.35 | Overall score: 95.17 

Subject 2371: V: 100 | C: 90.34 | Overall score: 95.17 

Subject 24877: V: 100 | C: 90.34 | Overall score: 95.17 

Subject 29805: V: 100 | C: 90.35 | Overall score: 95.17 

Subject 3330: V: 100 | C: 90.34 | Overall score: 95.17 

Subject 48885: V: 100 | C: 90.34 | Overall score: 95.17 

Subject 51000: V: 100 | C: 90.34 | Overall score: 95.17 

Subject 72608: V: 100 | C: 90.35 | Overall score: 95.17 

Subject 7381: V: 100 | C: 90.35 | Overall score: 95.17 

Subject 75644: V: 100 | C: 90.34 | Overall score: 95.17 

Subject 82564: V: 100 | C: 90.35 | Overall score: 95.17 

Subject 8730: V: 100 | C: 90.35 | Overall score: 95.17 

Subject 88277: V: 100 | C: 90.35 | Overall score: 95.17 

Subject 90033: V: 100 | C: 90.35 | Overall score: 95.17 

Subject 97411: V: 100 | C: 90.34 | Overall score: 95.17 

Subject 11325: V: 100 | C: 90.31 | Overall score: 95.16 

Subject 13274: V: 100 | C: 90.31 | Overall score: 95.16 

Subject 15737: V: 100 | C: 90.33 | Overall score: 95.16 

Subject 16032: V: 100 | C: 90.32 | Overall score: 95.16 

Subject 16072: V: 100 | C: 90.33 | Overall score: 95.16 

Subject 20769: V: 100 | C: 90.32 | Overall score: 95.16 

Subject 21818: V: 100 | C: 90.31 | Overall score: 95.16 

Subject 22115: V: 100 | C: 90.31 | Overall score: 95.16 

Subject 24064: V: 100 | C: 90.31 | Overall score: 95.16 

Subject 25344: V: 100 | C: 90.33 | Overall score: 95.16 

Subject 27130: V: 100 | C: 90.32 | Overall score: 95.16 

Subject 30582: V: 100 | C: 90.33 | Overall score: 95.16 

Subject 32053: V: 100 | C: 90.32 | Overall score: 95.16 

Subject 32212: V: 100 | C: 90.32 | Overall score: 95.16 

Subject 45492: V: 100 | C: 90.32 | Overall score: 95.16 

Subject 46085: V: 100 | C: 90.33 | Overall score: 95.16 

Subject 53459: V: 100 | C: 90.33 | Overall score: 95.16 

Subject 61084: V: 100 | C: 90.32 | Overall score: 95.16 

Subject 63264: V: 100 | C: 90.32 | Overall score: 95.16 

Subject 68218: V: 100 | C: 90.32 | Overall score: 95.16 

Subject 6988: V: 100 | C: 90.31 | Overall score: 95.16 

Subject 71857: V: 100 | C: 90.32 | Overall score: 95.16 

Subject 74894: V: 100 | C: 90.32 | Overall score: 95.16 

Subject 77078: V: 100 | C: 90.33 | Overall score: 95.16 

Subject 79420: V: 100 | C: 90.33 | Overall score: 95.16 

Subject 8303: V: 100 | C: 90.32 | Overall score: 95.16 

Subject 86683: V: 100 | C: 90.31 | Overall score: 95.16 

Subject 94642: V: 100 | C: 90.33 | Overall score: 95.16 

Subject 95847: V: 100 | C: 90.31 | Overall score: 95.16 

Subject 96530: V: 100 | C: 90.31 | Overall score: 95.16 

Subject 11949: V: 100 | C: 90.29 | Overall score: 95.15 

Subject 14645: V: 100 | C: 90.3 | Overall score: 95.15 

Subject 15664: V: 100 | C: 90.29 | Overall score: 95.15 

Subject 1580: V: 100 | C: 90.29 | Overall score: 95.15 

Subject 18252: V: 100 | C: 90.29 | Overall score: 95.15 

Subject 19079: V: 100 | C: 90.3 | Overall score: 95.15 

Subject 20355: V: 100 | C: 90.29 | Overall score: 95.15 

Subject 25766: V: 100 | C: 90.29 | Overall score: 95.15 

Subject 26535: V: 100 | C: 90.29 | Overall score: 95.15 

Subject 43601: V: 100 | C: 90.3 | Overall score: 95.15 

Subject 49599: V: 100 | C: 90.29 | Overall score: 95.15 

Subject 50432: V: 100 | C: 90.29 | Overall score: 95.15 

Subject 53249: V: 100 | C: 90.3 | Overall score: 95.15 

Subject 61463: V: 100 | C: 90.29 | Overall score: 95.15 

Subject 6510: V: 100 | C: 90.29 | Overall score: 95.15 

Subject 73502: V: 100 | C: 90.29 | Overall score: 95.15 

Subject 7539: V: 100 | C: 90.3 | Overall score: 95.15 

Subject 87209: V: 100 | C: 90.29 | Overall score: 95.15 

Subject 98006: V: 100 | C: 90.29 | Overall score: 95.15 

Subject 11473: V: 100 | C: 90.28 | Overall score: 95.14 

Subject 12903: V: 100 | C: 90.28 | Overall score: 95.14 

Subject 1326: V: 100 | C: 90.28 | Overall score: 95.14 

Subject 1333: V: 100 | C: 90.28 | Overall score: 95.14 

Subject 13931: V: 100 | C: 90.28 | Overall score: 95.14 

Subject 18067: V: 100 | C: 90.28 | Overall score: 95.14 

Subject 1980: V: 100 | C: 90.28 | Overall score: 95.14 

Subject 24077: V: 100 | C: 90.28 | Overall score: 95.14 

Subject 25863: V: 100 | C: 90.28 | Overall score: 95.14 

Subject 26013: V: 100 | C: 90.28 | Overall score: 95.14 

Subject 29851: V: 100 | C: 90.28 | Overall score: 95.14 

Subject 29972: V: 100 | C: 90.28 | Overall score: 95.14 

Subject 31137: V: 100 | C: 90.28 | Overall score: 95.14 

Subject 48524: V: 100 | C: 90.28 | Overall score: 95.14 

Subject 5127: V: 100 | C: 90.28 | Overall score: 95.14 

Subject 6578: V: 100 | C: 90.28 | Overall score: 95.14 

Subject 6597: V: 100 | C: 90.28 | Overall score: 95.14 

Subject 78895: V: 100 | C: 90.28 | Overall score: 95.14 

Subject 79538: V: 100 | C: 90.28 | Overall score: 95.14 

Subject 10629: V: 100 | C: 90.27 | Overall score: 95.13 

Subject 11646: V: 100 | C: 90.27 | Overall score: 95.13 

Subject 13540: V: 100 | C: 90.26 | Overall score: 95.13 

Subject 14561: V: 100 | C: 90.26 | Overall score: 95.13 

Subject 16281: V: 100 | C: 90.26 | Overall score: 95.13 

Subject 16883: V: 100 | C: 90.26 | Overall score: 95.13 

Subject 17599: V: 100 | C: 90.26 | Overall score: 95.13 

Subject 17968: V: 100 | C: 90.26 | Overall score: 95.13 

Subject 18886: V: 100 | C: 90.26 | Overall score: 95.13 

Subject 20947: V: 100 | C: 90.26 | Overall score: 95.13 

Subject 21479: V: 100 | C: 90.26 | Overall score: 95.13 

Subject 22091: V: 100 | C: 90.26 | Overall score: 95.13 

Subject 30102: V: 100 | C: 90.27 | Overall score: 95.13 

Subject 32285: V: 100 | C: 90.27 | Overall score: 95.13 

Subject 3442: V: 100 | C: 90.27 | Overall score: 95.13 

Subject 40728: V: 100 | C: 90.27 | Overall score: 95.13 

Subject 46007: V: 100 | C: 90.26 | Overall score: 95.13 

Subject 91309: V: 100 | C: 90.26 | Overall score: 95.13 

Subject 93299: V: 100 | C: 90.26 | Overall score: 95.13 

Subject 93724: V: 100 | C: 90.27 | Overall score: 95.13 

Subject 10375: V: 100 | C: 90.24 | Overall score: 95.12 

Subject 13107: V: 100 | C: 90.23 | Overall score: 95.12 

Subject 13668: V: 100 | C: 90.25 | Overall score: 95.12 

Subject 14204: V: 100 | C: 90.25 | Overall score: 95.12 

Subject 14583: V: 100 | C: 90.24 | Overall score: 95.12 

Subject 15749: V: 100 | C: 90.23 | Overall score: 95.12 

Subject 16761: V: 100 | C: 90.23 | Overall score: 95.12 

Subject 18697: V: 100 | C: 90.25 | Overall score: 95.12 

Subject 18736: V: 100 | C: 90.25 | Overall score: 95.12 

Subject 20057: V: 100 | C: 90.24 | Overall score: 95.12 

Subject 20201: V: 100 | C: 90.24 | Overall score: 95.12 

Subject 20243: V: 100 | C: 90.24 | Overall score: 95.12 

Subject 22104: V: 100 | C: 90.23 | Overall score: 95.12 

Subject 22225: V: 100 | C: 90.23 | Overall score: 95.12 

Subject 23360: V: 100 | C: 90.24 | Overall score: 95.12 

Subject 23787: V: 100 | C: 90.25 | Overall score: 95.12 

Subject 24950: V: 100 | C: 90.24 | Overall score: 95.12 

Subject 26038: V: 100 | C: 90.24 | Overall score: 95.12 

Subject 32414: V: 100 | C: 90.24 | Overall score: 95.12 

Subject 45355: V: 100 | C: 90.23 | Overall score: 95.12 

Subject 50061: V: 100 | C: 90.24 | Overall score: 95.12 

Subject 5802: V: 100 | C: 90.25 | Overall score: 95.12 

Subject 6038: V: 100 | C: 90.25 | Overall score: 95.12 

Subject 63834: V: 100 | C: 90.25 | Overall score: 95.12 

Subject 66452: V: 100 | C: 90.23 | Overall score: 95.12 

Subject 6815: V: 100 | C: 90.23 | Overall score: 95.12 

Subject 6861: V: 100 | C: 90.25 | Overall score: 95.12 

Subject 75941: V: 100 | C: 90.24 | Overall score: 95.12 

Subject 8196: V: 100 | C: 90.25 | Overall score: 95.12 

Subject 88907: V: 100 | C: 90.24 | Overall score: 95.12 

Subject 90392: V: 100 | C: 90.24 | Overall score: 95.12 

Subject 98644: V: 100 | C: 90.25 | Overall score: 95.12 

Subject 12685: V: 100 | C: 90.22 | Overall score: 95.11 

Subject 12803: V: 100 | C: 90.22 | Overall score: 95.11 

Subject 19677: V: 100 | C: 90.22 | Overall score: 95.11 

Subject 19936: V: 100 | C: 90.22 | Overall score: 95.11 

Subject 20083: V: 100 | C: 90.22 | Overall score: 95.11 

Subject 23242: V: 100 | C: 90.22 | Overall score: 95.11 

Subject 26045: V: 100 | C: 90.22 | Overall score: 95.11 

Subject 44789: V: 100 | C: 90.22 | Overall score: 95.11 

Subject 47785: V: 100 | C: 90.22 | Overall score: 95.11 

Subject 62268: V: 100 | C: 90.22 | Overall score: 95.11 

Subject 71413: V: 100 | C: 90.22 | Overall score: 95.11 

Subject 7148: V: 100 | C: 90.22 | Overall score: 95.11 

Subject 739: V: 100 | C: 90.22 | Overall score: 95.11 

Subject 74046: V: 100 | C: 90.22 | Overall score: 95.11 

Subject 12251: V: 100 | C: 90.21 | Overall score: 95.10 

Subject 14218: V: 100 | C: 90.2 | Overall score: 95.10 

Subject 14953: V: 100 | C: 90.21 | Overall score: 95.10 

Subject 21729: V: 100 | C: 90.2 | Overall score: 95.10 

Subject 23903: V: 100 | C: 90.2 | Overall score: 95.10 

Subject 32094: V: 100 | C: 90.21 | Overall score: 95.10 

Subject 32739: V: 100 | C: 90.21 | Overall score: 95.10 

Subject 46692: V: 100 | C: 90.21 | Overall score: 95.10 

Subject 56184: V: 100 | C: 90.21 | Overall score: 95.10 

Subject 6276: V: 100 | C: 90.2 | Overall score: 95.10 

Subject 64714: V: 100 | C: 90.2 | Overall score: 95.10 

Subject 83122: V: 100 | C: 90.2 | Overall score: 95.10 

Subject 86717: V: 100 | C: 90.2 | Overall score: 95.10 

Subject 9389: V: 100 | C: 90.2 | Overall score: 95.10 

Subject 95841: V: 100 | C: 90.2 | Overall score: 95.10 

Subject 96232: V: 100 | C: 90.2 | Overall score: 95.10 

Subject 97442: V: 100 | C: 90.21 | Overall score: 95.10 

Subject 12797: V: 100 | C: 90.18 | Overall score: 95.09 

Subject 16399: V: 100 | C: 90.19 | Overall score: 95.09 

Subject 16964: V: 100 | C: 90.18 | Overall score: 95.09 

Subject 18460: V: 100 | C: 90.18 | Overall score: 95.09 

Subject 20441: V: 100 | C: 90.17 | Overall score: 95.09 

Subject 26277: V: 100 | C: 90.18 | Overall score: 95.09 

Subject 27777: V: 100 | C: 90.17 | Overall score: 95.09 

Subject 28072: V: 100 | C: 90.17 | Overall score: 95.09 

Subject 4480: V: 100 | C: 90.18 | Overall score: 95.09 

Subject 49500: V: 100 | C: 90.19 | Overall score: 95.09 

Subject 50140: V: 100 | C: 90.19 | Overall score: 95.09 

Subject 6452: V: 100 | C: 90.17 | Overall score: 95.09 

Subject 69583: V: 100 | C: 90.18 | Overall score: 95.09 

Subject 6979: V: 100 | C: 90.18 | Overall score: 95.09 

Subject 83154: V: 100 | C: 90.17 | Overall score: 95.09 

Subject 87252: V: 100 | C: 90.19 | Overall score: 95.09 

Subject 91853: V: 100 | C: 90.19 | Overall score: 95.09 

Subject 99120: V: 100 | C: 90.18 | Overall score: 95.09 

Subject 10594: V: 100 | C: 90.15 | Overall score: 95.08 

Subject 16776: V: 100 | C: 90.15 | Overall score: 95.08 

Subject 20634: V: 100 | C: 90.15 | Overall score: 95.08 

Subject 21341: V: 100 | C: 90.16 | Overall score: 95.08 

Subject 22553: V: 100 | C: 90.16 | Overall score: 95.08 

Subject 23517: V: 100 | C: 90.16 | Overall score: 95.08 

Subject 24610: V: 100 | C: 90.15 | Overall score: 95.08 

Subject 6567: V: 100 | C: 90.16 | Overall score: 95.08 

Subject 66133: V: 100 | C: 90.16 | Overall score: 95.08 

Subject 77951: V: 100 | C: 90.15 | Overall score: 95.08 

Subject 80803: V: 100 | C: 90.16 | Overall score: 95.08 

Subject 84206: V: 100 | C: 90.16 | Overall score: 95.08 

Subject 88594: V: 100 | C: 90.15 | Overall score: 95.08 

Subject 91635: V: 100 | C: 90.15 | Overall score: 95.08 

Subject 20425: V: 100 | C: 90.14 | Overall score: 95.07 

Subject 28000: V: 100 | C: 90.14 | Overall score: 95.07 

Subject 30741: V: 100 | C: 90.14 | Overall score: 95.07 

Subject 41290: V: 100 | C: 90.14 | Overall score: 95.07 

Subject 68947: V: 100 | C: 90.14 | Overall score: 95.07 

Subject 103: V: 100 | C: 90.12 | Overall score: 95.06 

Subject 11343: V: 100 | C: 90.11 | Overall score: 95.06 

Subject 11380: V: 100 | C: 90.13 | Overall score: 95.06 

Subject 11945: V: 100 | C: 90.12 | Overall score: 95.06 

Subject 12411: V: 100 | C: 90.13 | Overall score: 95.06 

Subject 13087: V: 100 | C: 90.11 | Overall score: 95.06 

Subject 1396: V: 100 | C: 90.12 | Overall score: 95.06 

Subject 14814: V: 100 | C: 90.11 | Overall score: 95.06 

Subject 17236: V: 100 | C: 90.12 | Overall score: 95.06 

Subject 18799: V: 100 | C: 90.12 | Overall score: 95.06 

Subject 19584: V: 100 | C: 90.12 | Overall score: 95.06 

Subject 20885: V: 100 | C: 90.11 | Overall score: 95.06 

Subject 23006: V: 100 | C: 90.13 | Overall score: 95.06 

Subject 23130: V: 100 | C: 90.11 | Overall score: 95.06 

Subject 26848: V: 100 | C: 90.12 | Overall score: 95.06 

Subject 29544: V: 100 | C: 90.13 | Overall score: 95.06 

Subject 30285: V: 100 | C: 90.12 | Overall score: 95.06 

Subject 31611: V: 100 | C: 90.12 | Overall score: 95.06 

Subject 31841: V: 100 | C: 90.12 | Overall score: 95.06 

Subject 31913: V: 100 | C: 90.12 | Overall score: 95.06 

Subject 32395: V: 100 | C: 90.12 | Overall score: 95.06 

Subject 38: V: 100 | C: 90.12 | Overall score: 95.06 

Subject 4306: V: 100 | C: 90.12 | Overall score: 95.06 

Subject 5748: V: 100 | C: 90.12 | Overall score: 95.06 

Subject 5750: V: 100 | C: 90.13 | Overall score: 95.06 

Subject 5913: V: 100 | C: 90.12 | Overall score: 95.06 

Subject 7416: V: 100 | C: 90.11 | Overall score: 95.06 

Subject 78515: V: 100 | C: 90.12 | Overall score: 95.06 

Subject 80885: V: 100 | C: 90.11 | Overall score: 95.06 

Subject 935: V: 100 | C: 90.11 | Overall score: 95.06 

Subject 94021: V: 100 | C: 90.11 | Overall score: 95.06 

Subject 9440: V: 100 | C: 90.12 | Overall score: 95.06 

Subject 9790: V: 100 | C: 90.12 | Overall score: 95.06 

Subject 10075: V: 100 | C: 90.1 | Overall score: 95.05 

Subject 10237: V: 100 | C: 90.09 | Overall score: 95.05 

Subject 11588: V: 100 | C: 90.1 | Overall score: 95.05 

Subject 16379: V: 100 | C: 90.1 | Overall score: 95.05 

Subject 17352: V: 100 | C: 90.09 | Overall score: 95.05 

Subject 17659: V: 100 | C: 90.09 | Overall score: 95.05 

Subject 19840: V: 100 | C: 90.1 | Overall score: 95.05 

Subject 20089: V: 100 | C: 90.09 | Overall score: 95.05 
